,v_Intercept,v_Efficacy,v_Reward,v_EfficacyXReward,a_Intercept,a_Efficacy,a_Reward,a_EfficacyXReward
0,2.7716068714520836,0.035041433,0.058113515,0.09993938,0.9150030275385729,-0.0059975483,0.037569452,-0.03278243
1,2.764138740346448,0.12547848,0.06595684,-0.05140394,0.919462682818005,-0.0014204013,0.047413174,-0.035934452
2,2.7696421637355586,0.069497116,0.13319208,-0.03460273,0.9196766609197567,-0.0055479635,0.03411292,-0.019290294
3,2.806452496863744,0.16958332,0.012802473,0.208273,0.9307029989168097,0.0063330648,0.04090915,-0.080390364
4,2.7610426262665193,0.19279276,0.0954257,-0.14033246,0.9233506868319026,0.008101707,0.036814753,-0.024658961
5,2.745267520923885,0.11668455,0.05122135,0.018704124,0.9168519015264524,-0.0017753545,0.024497665,-0.0024176603
6,2.763141702372312,0.13221788,-0.033950694,0.06364447,0.9211732350807504,0.026890839,-0.0068078195,-0.09252923
7,2.799728283310974,0.157914,-0.05995347,0.1928034,0.9259089138464407,-0.009071546,-0.0059035365,-0.044278216
8,2.8013378215735214,0.15504585,-0.08290791,0.12364144,0.9244824955233731,-0.007640923,0.008902467,-0.06030379
9,2.7974563374384647,0.11755696,0.032196194,0.0026784714,0.9252634632527456,-0.0072318176,0.0095209,-0.032650717
10,2.774126540532266,0.09858098,-0.036158714,-0.0046190945,0.9202400898545716,0.00763976,0.022006804,-0.012289914
11,2.757348443010602,0.16012871,0.036429677,-0.08102117,0.9230430587921965,0.009720568,0.023808658,-0.037287112
12,2.7165506865010616,0.153692,0.0684458,0.058703486,0.9209289870323358,0.015735922,0.034348525,-0.07088651
13,2.7526418397840873,0.15428138,0.06813895,0.10084018,0.9156797140750016,0.00027161415,0.029666638,-0.04143573
14,2.74486289721641,0.13080697,0.0709969,0.1160915,0.9083388941328836,0.012453595,0.036958568,-0.004696113
15,2.7544779980534964,0.17692511,0.05963738,0.07382632,0.9098665792236051,0.003849603,0.024728097,-0.07956805
16,2.7384383103678944,0.09226469,0.042689085,0.06382315,0.9067178456181928,-0.0050249803,0.03147137,-0.044908114
17,2.735968972388583,0.08156297,0.029396381,0.11908571,0.9095566558454644,-0.008176383,0.037001062,-0.02758469
18,2.73779963915352,0.08732607,0.034862276,-0.033964988,0.9163153568375371,-0.000576842,0.015177737,-0.07516793
19,2.736944516617464,0.11062182,-0.009708448,-0.064977065,0.9131291052124318,0.0013038437,0.026176332,-0.13101777
20,2.7405186388334735,0.14218259,0.049597424,-0.07105264,0.908566434130577,0.0076186657,0.025111414,-0.013247291
21,2.757236665105075,0.121082544,0.047391668,-0.07035392,0.9055360769049398,0.00902076,0.026032483,-0.03886986
22,2.7618157360780895,0.1291896,0.0147160785,-0.04254743,0.9083304743713001,0.0006599525,0.031665348,-0.07501816
23,2.7276691002969335,0.09794714,0.012825738,0.028164664,0.9122326682844897,0.011580971,0.024155583,-0.041119717
24,2.7500627653707297,0.11358562,0.015756954,0.08709924,0.9147564087720282,0.010829444,0.025226856,-0.051148225
25,2.741104673578003,0.15127137,0.02727124,0.02174307,0.914283151758086,0.013568318,0.028172424,-0.05179712
26,2.7184496109697256,0.14469458,0.09464463,0.027483484,0.9141023819881949,0.008557816,0.020132568,-0.09969724
27,2.7375735981710867,0.113099106,0.04903151,0.03908032,0.9117124905944223,1.0608411e-05,0.029191582,-0.0122450935
28,2.708696250263293,0.12480082,0.06967346,0.09669509,0.9113451341250007,0.0079920525,0.026207082,-0.036763784
29,2.6892040103159167,0.124542594,0.043834563,-0.017912317,0.9118422136531655,0.0077979458,0.029948555,-0.06392808
30,2.7269177369557744,0.092895724,0.020641193,-0.0173963,0.9102211857545723,-0.010190514,0.03409647,-0.0806457
31,2.734308054198375,0.14635071,0.08161036,0.008079173,0.9111311750484286,-0.013173932,0.025040621,-0.11366176
32,2.7755076624508943,0.047113746,0.042921044,-0.097062014,0.9099362650921788,-0.014105035,0.028321242,-0.1158033
33,2.760219738396262,0.13453473,0.039133906,-0.08295061,0.9117956585501832,-0.010574936,0.03843287,-0.035036623
34,2.745165492599864,0.13886209,0.044589166,0.1354102,0.9126913084490953,-0.008434207,0.029840091,-0.022921178
35,2.7226158259797124,0.10930403,0.07766504,0.14268085,0.9098628759922724,-0.011094078,0.050094403,-0.06510413
36,2.746148087728577,0.044973906,0.09038571,0.052759454,0.9101648691334343,0.0002478503,0.037505582,-0.028990585
37,2.7381730156353474,0.052107826,0.044120714,0.15991177,0.9108906158179201,0.010054295,0.033585105,-0.026572518
38,2.726399103332402,0.029954683,0.0817749,0.20952183,0.912486738192697,-0.025502298,0.02893264,-0.05372175
39,2.7557609640029925,0.07995712,0.046267953,0.16348352,0.9127196113732944,0.018143518,0.023527984,-0.00022816578
40,2.717328876644127,0.18178591,0.0424849,0.041855574,0.9035304866523128,0.018930325,0.02864177,-0.090171516
41,2.6965622648417473,0.16530508,0.0430264,0.031237977,0.9086134020375436,0.014445454,0.034884345,-0.070976645
42,2.6739117129164685,0.0928152,0.061649475,0.048393797,0.9089844482844159,0.0012697205,0.022489168,-0.054724883
43,2.6994617274078645,0.0851178,0.08555905,0.049090806,0.9096757855717791,-0.0047972472,0.04284146,-0.032462493
44,2.7169165770157493,0.060996335,0.056605313,0.06505336,0.9147947797240328,-0.014363632,0.008498959,0.010175108
45,2.731536071502196,0.093116574,-0.077867284,0.040996626,0.9129066735580567,0.0025163915,0.0111628175,-0.08367805
46,2.7149648025458335,0.1283331,-0.0008058315,-0.08855551,0.9125580558521742,0.01189748,0.021750718,-0.055106472
47,2.7067023458891137,0.12710048,0.05987593,0.18435575,0.9145405753886218,0.013000788,0.024937673,-0.014007105
48,2.714327270270274,0.08561361,-0.020331563,0.18763006,0.9212109920584592,-0.014762147,0.027300004,-0.06714388
49,2.7165633682810117,0.040317237,0.007496638,-0.04947438,0.9231666505474485,-0.0007470306,0.023187986,-0.06067741
50,2.7029426887651895,0.15507011,0.0016955695,0.058888894,0.920966206873629,0.0013702597,0.018635707,-0.018015726
51,2.713392061882166,0.15549658,0.03904502,0.112469025,0.9177833005795497,0.0071422895,0.035213746,0.027470723
52,2.7147529873778438,0.12054602,0.09009972,0.15284838,0.9192180799966628,0.022525227,0.03718626,0.014872155
53,2.7256983313518774,0.13139929,0.07885847,0.09812703,0.9155371170863148,-0.016376637,0.039284762,-0.060031373
54,2.738313602463086,0.12882216,0.0745805,0.06654595,0.9126999844506825,0.0040604435,0.028465865,0.019951187
55,2.7160706645426718,0.11190633,0.034930117,0.15992975,0.9075445519287095,-0.0018520278,0.02500017,0.018643573
56,2.723488924067435,0.10266082,0.030873297,0.15402904,0.9081591234017937,0.0041637174,0.021946745,-0.05922227
57,2.7363509159951684,0.10814788,0.03891069,0.11932709,0.9122938273891821,-0.0003985819,0.019803626,-0.024287393
58,2.7755627850797193,0.18130542,0.022547185,-0.09387942,0.9137016432455479,0.017368818,0.021285001,-0.12617469
59,2.7824929068325064,0.20537835,0.039572187,-0.07940338,0.9145647203626042,0.018191185,0.0329924,-0.09628137
60,2.7975374547827436,0.15833685,0.06545615,-0.17267719,0.909975406136636,0.011927539,0.037131548,-0.06534786
61,2.7817831106774866,0.079692155,0.053004682,0.044002526,0.9115601143172982,-0.018932264,0.032101758,-0.02615548
62,2.7804592393974294,0.08630136,0.045583576,0.018551068,0.9066818307890355,-0.0011245816,0.033071246,-0.07823053
63,2.769218663612211,0.12656583,0.058117025,0.0022790611,0.9097439961491278,-0.0049791373,0.044058956,-0.049316175
64,2.7203589631466043,0.06560026,0.039363507,0.053589635,0.9070804618505389,-0.0006338629,0.041838143,-0.03954805
65,2.7510339489384443,0.077402495,0.037393898,0.08883334,0.9065655016413292,-0.007302223,0.030035505,-0.031504054
66,2.7202871858670195,0.079904936,0.050054304,0.02113915,0.9060195202886051,0.00930821,0.017766852,-0.1013801
67,2.710580387355714,0.12386715,-0.012406135,0.002618229,0.9070086785582753,0.0070560295,0.018068926,0.0027203548
68,2.7332654683804134,0.09116897,0.0806462,0.044175204,0.9125848336356829,-0.0062628654,0.042528503,-0.066826865
69,2.7687966399250676,0.13888776,0.041489318,-0.0013515665,0.9101276278525634,0.01570245,0.014862661,-0.05235118
70,2.7586599718415026,0.19472785,-0.06014377,0.17778628,0.9072039306500527,0.008607719,0.0029985073,-0.00965048
71,2.7747679754468852,0.13337699,-0.03977872,0.08223937,0.9112682516510697,0.0049716607,0.015946606,-0.06393065
72,2.716163997238788,0.094765626,-0.0095577855,-0.13697569,0.9081101489756106,0.013458082,0.019429747,-0.10602502
73,2.703560783848831,0.14508106,0.07096435,-0.069227904,0.9110089419487825,0.019090282,0.043185838,-0.04401871
74,2.708616380448173,0.1716176,0.1379247,0.19757989,0.9098072771499335,0.014406652,0.050842777,-0.017564708
75,2.7247421430008294,0.1399126,0.04428056,0.10870699,0.9122265714583967,0.019093415,0.034146585,-0.08471769
76,2.7265928330768907,0.1834185,0.06006553,0.059361733,0.9140046923603221,0.02586319,0.02748795,-0.090749666
77,2.7465821606840066,0.18169662,0.028778458,0.048508897,0.916170413708277,0.0027768286,0.032700203,-0.03573328
78,2.738714596125226,0.08496394,0.08856407,0.061291374,0.9195710026365899,-0.0006166211,0.045052033,-0.0860997
79,2.7688799499205663,0.120445326,0.0984055,-0.028571593,0.9161604249049312,0.008976635,0.020393062,-0.08266019
80,2.7267082892786636,0.11396587,-0.0043287063,0.026299298,0.9148996498878635,-0.006457147,0.018353201,-0.08319153
81,2.7526924684656846,0.0898162,-0.023219327,0.02849838,0.9128414636848715,-0.0017665782,0.030589005,-0.054674707
82,2.782564189729615,0.123479046,-0.04075718,0.029656326,0.9048347622311091,-0.008844105,0.014655774,-0.06405293
83,2.7161628029048472,0.13926686,0.035652522,-0.062401876,0.9032198499542005,-0.00081501453,0.026357114,-0.0571646
84,2.7108538123740313,0.15244171,0.0047719306,0.09609536,0.904539795853853,-0.0020197178,-0.0044090464,-0.116571374
85,2.691902720328276,0.14148149,0.0032621857,-0.02644246,0.909629141838285,0.0044493503,0.04091223,0.0037928033
86,2.6918634927919998,0.10226588,0.08371232,0.2316577,0.909310366257007,-0.00022922092,0.02711569,-0.011652197
87,2.735003085271367,0.09985417,0.080144525,0.14353545,0.9076166473437162,0.005929319,0.018107928,-0.0041196616
88,2.7063470771287164,0.07883034,0.048465073,0.16425428,0.9082823305459526,-0.015446338,0.045073498,-0.0074116574
89,2.7161463305585296,0.028228834,0.07949948,0.1735982,0.9073798115024623,-0.026339032,0.04127025,-0.013195134
90,2.750413080518035,0.089786135,0.041381393,0.15626782,0.90769767956072,-0.00030208676,0.03648553,-0.034185212
91,2.757537185887941,0.14415939,0.04452941,0.09063086,0.9081115427292153,0.009960876,0.027896777,-0.012660629
92,2.7526142444081803,0.10640487,0.051195495,-0.0069384216,0.9166052409135378,0.0063594254,0.020753631,-0.04631906
93,2.70017045431221,0.12241969,-0.0044044107,0.1402192,0.9114030846266303,0.0073073874,0.018562788,-0.057677753
94,2.724469710236097,0.11399295,0.02773378,-0.009573535,0.9149070329617076,0.0015590548,0.038814224,-0.0883459
95,2.7388577239528136,0.15663692,0.07316364,-0.057152268,0.9052548463559329,0.009766086,0.028225822,-0.051609438
96,2.7430516729719225,0.16010273,0.06775786,0.07756392,0.9090202394183367,0.0039362772,0.03700635,-0.037511032
97,2.7386605201460514,0.14939374,0.049318153,-0.06022281,0.9158138002725632,0.009015731,0.02246192,-0.071040705
98,2.757580639067028,0.10922983,0.077089906,0.13477506,0.9163582275473129,0.000715035,0.0258384,0.008909096
99,2.7316819808221675,0.1518158,-0.032271396,0.12304711,0.9126212777785847,0.005595637,0.017391182,0.02053804
100,2.7238572619675177,0.05068165,-0.015219291,0.11490078,0.9071850136819263,0.004656201,0.024408024,0.013227916
101,2.7260932436016097,0.16488956,0.0028255512,0.18665017,0.910586351176673,0.016213162,0.028437285,-0.04159823
102,2.740062221536692,0.13367234,0.11415322,-0.072754785,0.910017676069656,0.011796957,0.028127776,-0.05150456
103,2.7889397466524777,0.15194345,-0.035298523,0.13419013,0.9183666800376131,0.0036261023,0.02148314,-0.057709
104,2.7819995865834604,0.16114943,0.0534818,0.05195807,0.9154296998964074,0.005045015,0.030548789,-0.041705493
105,2.7366527452906224,0.09661934,-0.018996513,0.036057636,0.9126388692863651,0.013830369,0.026362075,-0.04295572
106,2.769533518993452,0.08963497,0.02314236,0.010007933,0.9123709302255958,-0.009408222,0.03307898,-0.04799731
107,2.7444108830212643,0.08628759,0.032072008,0.124286264,0.9150104723998991,-0.0020028455,0.038769834,-0.018788666
108,2.786281696207416,0.14403383,0.10396751,0.11665257,0.9087569490257627,0.005504863,0.050857224,-0.040700532
109,2.7316791201678443,0.11476982,0.06819211,-0.0141772,0.9057311976434895,0.019864898,0.03542364,-0.03849314
110,2.757736240131608,0.10034379,0.078418,-0.01241368,0.9074239734389595,-0.016776701,0.034765124,-0.042710833
111,2.7470637457301192,0.00060793455,0.041287217,0.07935986,0.9120345458516661,-0.018687677,0.039442416,-0.04775055
112,2.747569838786956,-0.018743565,0.08581091,0.010159157,0.915491553494055,-0.03012774,0.034845795,-0.05178138
113,2.761101604414455,0.13707879,0.070945755,0.1111345,0.9163915823736358,0.0058315527,0.032161545,-0.04801164
114,2.6852539741976704,0.13999511,0.05058341,0.053120352,0.9141483364424313,0.00544118,0.025277417,-0.040489495
115,2.738219528302644,0.14422925,0.05474047,0.083600946,0.9192653164268044,-0.003865683,0.023168752,-0.112520605
116,2.764624892955216,0.11351905,-0.02705406,0.036551323,0.9189798647434436,-0.006631488,0.012947987,-0.10702304
117,2.7673907705243663,0.11110346,0.007834637,0.09695856,0.9195436618781339,-0.011237283,0.007496886,-0.07654744
118,2.7524715752620192,0.114580154,-0.051413186,0.115448356,0.9103462130983685,-0.012133059,0.036769804,-0.020638445
119,2.7389121679363515,0.09167435,0.06263582,0.021531839,0.909428744417503,-0.02060766,0.03449589,-0.10121514
120,2.7568601191816207,0.067686,0.046652224,0.013977131,0.9133796420454674,0.007085003,0.012973876,-0.072601676
121,2.789300035633796,0.13350621,0.009489555,0.014948044,0.9187741457352651,0.012189916,0.03076725,-0.067045115
122,2.791443081471104,0.12844013,0.072552726,0.01886815,0.9212399391172431,0.024520382,0.031939596,-0.028091807
123,2.7793333107448794,0.18556052,0.034732133,0.10727052,0.9294746986468941,0.0093857795,0.02878528,-0.10691428
124,2.799602144620619,0.12422596,0.031129716,0.13183215,0.9260193809442627,0.0030031225,0.020984195,-0.12118165
125,2.796051757370057,0.084487654,0.015695691,-0.019566173,0.9259822401907685,0.00049599336,0.013180853,-0.085574344
126,2.7699937220933406,0.13394591,-0.02628581,0.0041141626,0.919351181470113,-0.014806189,0.020357933,-0.072961
127,2.7673876080228426,0.053653456,0.07215223,0.13079569,0.9159012122106459,-0.028476778,0.03321888,0.005673393
128,2.725949327046879,0.07896465,-0.0068857744,0.16006143,0.9095652473761342,-0.0127900485,0.005789311,0.00075724535
129,2.7689113772354617,0.042552605,-0.043023437,0.09222901,0.9216551374726987,0.007159445,0.013556679,-0.05220469
130,2.7245331589690034,0.17966135,-0.00509353,0.14917909,0.9230231508383854,0.009526761,0.01293088,0.0043602004
131,2.746049015763073,0.09177161,-0.01937625,0.10582751,0.9250434676027706,0.0071689803,0.025244173,-0.06523338
132,2.729591318727286,0.1411202,0.017894575,0.015361643,0.9251622500864983,0.0040106266,0.022218166,-0.0489633
133,2.711894582275644,0.13173588,0.031915545,0.14613535,0.9236822908537836,0.0070955274,0.024120584,-0.021448553
134,2.714238237540327,0.10510787,0.010381737,0.12731287,0.9222454708184128,0.009658413,0.021391392,-0.05745126
135,2.722892814556176,0.087556764,0.05928395,0.0048608934,0.9220605413421537,0.012967618,0.028729348,-0.031174747
136,2.7082732787273636,0.20094173,0.0193219,0.010651361,0.9148758841417036,0.020702558,0.028695794,0.022653518
137,2.7160289948169107,0.24504776,0.016585708,0.062083844,0.9161457939967574,0.017996924,-0.002571489,-0.09684385
138,2.7464593041361582,0.08712705,-0.052360702,-0.028110085,0.9184069066598666,0.008882518,-0.0068687405,-0.08206724
139,2.744199760647349,0.13678345,-0.021415673,0.15812954,0.9171632982510227,0.015093238,-0.00042933266,0.041655865
140,2.7383600033841744,0.14259288,0.0007197083,0.1650299,0.9172286042025362,0.010916259,0.019876841,-0.06225142
141,2.7557485876442365,0.1883963,-0.0154239675,0.072996706,0.9185987652717357,0.0067167142,0.018959641,-0.03955984
142,2.7773044216222225,0.13305736,0.035711076,0.09655474,0.9184537343204261,0.0053750677,0.02523825,-0.08376123
143,2.7654323789469686,0.113238074,0.040314574,0.11005128,0.9146261594337626,0.012673848,0.04629307,-0.041828208
144,2.756177954579967,0.18508492,0.063501604,0.04942967,0.9179777636484151,0.01793926,0.051479068,-0.08636862
145,2.758212256416337,0.22303654,0.028318806,0.069881625,0.9170695331742499,0.015960123,0.052580494,-0.07745461
146,2.767318840805979,0.16064085,0.06836511,0.09207598,0.9096387872294022,0.0047886153,0.052248884,0.036797244
147,2.7646087175976763,0.1258367,0.06915232,0.13720831,0.9085494926391328,0.0014928543,0.023390474,-0.022388335
148,2.7575313037921427,0.15146029,-0.025139974,0.028551584,0.9147435275959813,0.0131865945,-0.00048648103,-0.033691246
149,2.775873847919764,0.09701843,-0.025033781,0.02289105,0.9180876660629795,-0.013371159,0.05032771,-0.029686352
150,2.7842006693857435,0.050912924,0.009062453,0.11727279,0.9209732378201293,-0.0073908297,0.045685537,0.02234031
151,2.782702916355908,0.06391062,0.15802637,0.16365048,0.9238164434553268,0.0023660238,0.03991325,-0.045444936
