"subject","response","rt","Congruency","mbased_reward_prev","mbased_efficacy_prev","scaledRunningTime"
2,1,0.892729195998982,"incongruent",0.255005675009129,-0.0335702128990719,-0.994499978920891
2,1,0.625140481002745,"incongruent",0.255005675009129,-0.0335702128990719,-0.101770782921909
2,1,0.619184569004574,"congruent",0.0962851310085,-0.0709971785464076,-0.994499978920891
2,1,0.865354060995742,"incongruent",0.0962851310085,-0.0709971785464076,-0.375315409916318
2,1,0.48333218600601,"congruent",0.0962851310085,-0.0709971785464076,0.740038651079425
2,1,0.47961442200176,"congruent",0.0962851310085,-0.0709971785464076,1.47337083708543
2,1,0.787062092000269,"congruent",0.186530135823156,-0.105476396379359,-0.994499978920891
2,1,1.12067480800033,"incongruent",0.186530135823156,-0.105476396379359,-0.207437886920622
2,1,0.465667661002954,"congruent",0.186530135823156,-0.105476396379359,1.16323692107971
2,1,0.791864211001666,"congruent",0.0417847646149921,-0.137240031015788,-0.134771270930748
2,1,0.893009577004705,"congruent",0.0417847646149921,-0.137240031015788,0.907092940070918
2,1,0.41057300499233,"congruent",0.0417847646149921,-0.137240031015788,2.05010251707562
2,1,0.841791056998773,"incongruent",0.144938181209951,-0.0880838478936315,-0.994499978920891
2,-1,0.488185654990957,"incongruent",0.144938181209951,-0.0880838478936315,-0.152708921922118
2,1,0.636121517993161,"congruent",0.144938181209951,-0.0880838478936315,0.585476733068839
2,1,0.502787692996208,"congruent",0.144938181209951,-0.0880838478936315,1.471598251062
2,1,0.633572928010835,"congruent",0.223659711084393,-0.121217319648796,-0.994499978920891
2,1,0.977817491002497,"incongruent",0.223659711084393,-0.121217319648796,-0.360927050910057
2,1,0.381300380991888,"congruent",0.223659711084393,-0.121217319648796,0.866890440092441
2,1,0.750701440003468,"congruent",0.223659711084393,-0.121217319648796,1.49819082108433
2,1,0.920926306993351,"congruent",0.283736046608074,-0.151741199168523,-0.994499978920891
2,1,0.661401581004611,"incongruent",0.283736046608074,-0.151741199168523,-0.0735736719275405
2,1,0.734327280995785,"incongruent",0.283736046608074,-0.151741199168523,0.837827909077071
2,1,0.707538068003487,"incongruent",0.329583302062971,-0.179861017937277,-0.994499978920891
2,1,0.417395580006996,"congruent",0.329583302062971,-0.179861017937277,-0.286961910917405
2,1,0.750202183000511,"incongruent",0.329583302062971,-0.179861017937277,0.380433669089592
2,1,0.86942166199151,"incongruent",0.364571635063376,-0.205766119779804,-0.994499978920891
2,1,0.431064895994496,"incongruent",0.364571635063376,-0.205766119779804,-0.125078316929381
2,1,0.930042293010047,"congruent",0.391272981392634,-0.229630935801213,-0.994499978920891
2,1,0.543059378003818,"congruent",0.391272981392634,-0.229630935801213,-0.0644576859108444
2,1,0.625354842006345,"congruent",0.391272981392634,-0.229630935801213,0.728601692092974
2,1,0.516529038999579,"congruent",0.391272981392634,-0.229630935801213,1.60395653409932
2,1,0.977786763993208,"congruent",0.204741642832196,-0.251616158912776,-0.994499978920891
2,1,0.48494697699789,"incongruent",0.204741642832196,-0.251616158912776,-0.0167132149276835
2,1,0.842351949002477,"incongruent",0.0562794851585567,-0.271869825852073,-0.994499978920891
2,1,0.503670674996101,"congruent",0.0562794851585567,-0.271869825852073,-0.152148029918414
2,1,0.594877382012783,"incongruent",0.0562794851585567,-0.271869825852073,0.601522645077686
2,1,0.923258109993185,"incongruent",-0.0618830307554691,-0.29052831398323,-0.994499978920891
2,1,0.524455136008328,"congruent",-0.0618830307554691,-0.29052831398323,-0.0712418689277065
2,1,0.375315623998176,"incongruent",-0.0618830307554691,-0.29052831398323,0.703213267080622
2,1,0.725973029999295,"incongruent",-0.0618830307554691,-0.29052831398323,1.3285288910788
2,1,0.669810976993176,"incongruent",0.065824103172983,-0.229382534520493,-0.994499978920891
2,1,0.302951582998503,"incongruent",0.065824103172983,-0.229382534520493,-0.324689001927715
2,1,0.419287239012192,"congruent",0.065824103172983,-0.229382534520493,0.228262581070788
2,1,0.360010042990325,"incongruent",0.065824103172983,-0.229382534520493,0.89754982008298
2,1,0.398784742006683,"congruent",0.065824103172983,-0.229382534520493,1.5075598630733
2,1,0.79811931301083,"incongruent",-0.0542863738316071,-0.251387321716925,-0.994499978920891
2,1,0.45401731300808,"incongruent",-0.0542863738316071,-0.251387321716925,-0.196380665910062
2,1,0.716887660993962,"incongruent",-0.14988350358433,-0.271659011873767,-0.994499978920891
2,1,0.378796313991188,"incongruent",-0.14988350358433,-0.271659011873767,-0.27761231792693
2,1,0.777455212999485,"incongruent",-0.0013334576663625,-0.290334103713856,-0.994499978920891
2,1,0.525748266009032,"congruent",-0.0013334576663625,-0.290334103713856,-0.217044765921407
2,1,0.697856144004618,"congruent",0.112032509875935,-0.307538345320619,-0.994499978920891
2,1,0.577465071997722,"incongruent",0.112032509875935,-0.307538345320619,-0.296643834916273
2,1,0.672725543990964,"incongruent",0.112032509875935,-0.307538345320619,0.530821237081448
2,1,0.63100328600558,"congruent",0.198547748005839,-0.245062109246796,-0.994499978920891
2,1,0.512252526998054,"congruent",0.198547748005839,-0.245062109246796,-0.363496692915312
2,1,0.444780826001079,"incongruent",0.198547748005839,-0.245062109246796,0.398755834082743
2,1,0.545174976999988,"congruent",0.198547748005839,-0.245062109246796,1.09353666008382
2,1,0.418488320996403,"incongruent",0.198547748005839,-0.245062109246796,1.88871163708381
2,1,0.734885497993673,"incongruent",0.0513497023273112,-0.265831973137785,-0.994499978920891
2,1,0.351632029996836,"incongruent",0.0513497023273112,-0.265831973137785,0.774574372067484
2,1,0.830739458993776,"incongruent",-0.0658066942086858,-0.28496600254872,-0.994499978920891
2,1,0.525148872999125,"congruent",-0.0658066942086858,-0.28496600254872,-0.163760519927115
2,1,0.850851862007403,"incongruent",-0.159052641775651,-0.30259303580325,-0.994499978920891
2,1,0.371681902004639,"incongruent",-0.159052641775651,-0.30259303580325,-0.143648116913488
2,1,0.520788965994143,"incongruent",-0.159052641775651,-0.30259303580325,0.47803378509115
2,1,0.662943500996334,"congruent",-0.159052641775651,-0.30259303580325,1.24882275108529
2,1,0.393909565987997,"incongruent",-0.159052641775651,-0.30259303580325,2.16176625208163
2,1,0.639575014996808,"incongruent",-0.233268023903675,-0.318831763918652,-0.994499978920891
2,1,0.626812800008338,"incongruent",-0.233268023903675,-0.318831763918652,-0.354924963924083
2,1,0.708979818999069,"incongruent",-0.233268023903675,-0.318831763918652,0.521887836084254
2,1,0.603321610993589,"incongruent",-0.29233678869319,-0.333791529807686,-0.994499978920891
2,1,0.394067291999818,"congruent",-0.110046682197188,-0.347573064535299,0.135232207068378
2,1,0.557789559999947,"incongruent",-0.110046682197188,-0.347573064535299,0.779299499068197
2,1,0.511305922002066,"incongruent",-0.110046682197188,-0.347573064535299,1.58708905906814
2,1,0.788369835994672,"congruent",0.0290680125752351,-0.360269165587766,-0.994499978920891
2,1,0.494257083002594,"incongruent",0.0290680125752351,-0.360269165587766,-0.206130142926219
2,1,0.514924389004591,"incongruent",0.0290680125752351,-0.360269165587766,0.538126940076375
2,1,0.567731818999164,"incongruent",0.0290680125752351,-0.360269165587766,1.30305132908097
2,1,0.766736200006562,"incongruent",0.13523339189081,-0.37196532172134,-0.994499978920891
2,1,0.338201076010591,"incongruent",0.13523339189081,-0.37196532172134,-0.22776377891433
2,1,0.683336985995993,"incongruent",0.13523339189081,-0.37196532172134,0.360437297096261
2,1,0.871052903006785,"incongruent",0.216253501115491,-0.382740288597834,-0.994499978920891
2,1,0.442552931999671,"incongruent",0.216253501115491,-0.382740288597834,-0.123447075914107
2,1,0.714681302008103,"incongruent",0.0654418882848143,-0.392666619083135,-0.994499978920891
2,1,0.590986554001574,"incongruent",0.0654418882848143,-0.392666619083135,-0.279818676912788
2,1,0.649260628997581,"congruent",0.162992115138575,-0.401811151779414,-0.994499978920891
2,1,0.564013560011517,"incongruent",0.162992115138575,-0.401811151779414,-0.345239349923311
2,1,0.525138034005067,"incongruent",0.162992115138575,-0.401811151779414,0.468774210088206
2,1,0.351501020995784,"congruent",0.162992115138575,-0.401811151779414,1.24391224409327
2,1,0.724135314987507,"congruent",0.0230506185719275,-0.410235461080534,-0.994499978920891
2,1,0.795445659998222,"incongruent",0.0230506185719275,-0.410235461080534,-0.270364663933384
2,1,0.566947708997759,"congruent",-0.0883302179604333,-0.417996271781098,-0.994499978920891
2,1,0.534075145988027,"incongruent",-0.0883302179604333,-0.417996271781098,-0.427552269923132
2,1,0.449533072998747,"incongruent",-0.0883302179604333,-0.417996271781098,0.356522876064895
2,1,0.295737043008558,"congruent",-0.0883302179604333,-0.417996271781098,1.05605594906364
2,1,0.796113363001496,"incongruent",0.0456409322575146,-0.425145841030886,-0.994499978920891
2,1,0.471022579004057,"congruent",0.0456409322575146,-0.425145841030886,-0.198386615919395
2,1,0.46184142799757,"incongruent",0.0456409322575146,-0.425145841030886,0.522635963084662
2,1,0.610167422011727,"incongruent",0.147881015546342,-0.43173231020656,-0.994499978920891
2,1,0.543513127995539,"incongruent",0.147881015546342,-0.43173231020656,-0.384332556909164
2,1,0.725530494004488,"incongruent",0.22590553510821,-0.437800029069958,-0.994499978920891
2,1,0.321012624001014,"incongruent",0.22590553510821,-0.437800029069958,-0.268969484916403
2,1,0.431787868001265,"incongruent",0.22590553510821,-0.437800029069958,1.04401286708298
2,1,0.461234494010569,"incongruent",0.22590553510821,-0.437800029069958,1.72580073508424
2,1,0.677803319005761,"incongruent",0.0731240386599593,-0.443389854395675,-0.994499978920891
2,1,0.435552041002666,"congruent",0.0731240386599593,-0.443389854395675,-0.316696659915131
2,1,0.527686465007719,"incongruent",0.0731240386599593,-0.443389854395675,0.368855381087535
2,1,0.573599851995823,"congruent",0.0731240386599593,-0.443389854395675,1.14654184609525
2,1,0.49462727100763,"congruent",0.0731240386599593,-0.443389854395675,1.97014169809108
2,1,0.789189568997244,"incongruent",-0.0484762821781678,-0.448539425078738,-0.994499978920891
2,1,0.456597050011624,"congruent",-0.0484762821781678,-0.448539425078738,-0.205310409923647
2,1,0.744016338998335,"congruent",-0.0484762821781678,-0.448539425078738,0.501286640087977
2,1,0.810437874999479,"incongruent",0.0760554633497506,-0.453283415574803,-0.994499978920891
2,1,0.759129539001151,"incongruent",0.0760554633497506,-0.453283415574803,-0.184062103921413
2,1,0.655980793002527,"congruent",-0.0461431319533161,-0.457653769379398,-0.994499978920891
2,1,0.559560116991634,"incongruent",-0.0461431319533161,-0.457653769379398,-0.338519185918364
2,1,0.852824380010134,"congruent",-0.14340221594098,-0.461679914118344,-0.994499978920891
2,1,0.359028260994819,"congruent",-0.14340221594098,-0.461679914118344,-0.141675598910757
2,1,0.513669481995748,"incongruent",-0.14340221594098,-0.461679914118344,0.467352662084062
2,1,0.437859343990567,"congruent",-0.14340221594098,-0.461679914118344,1.23102214407981
2,1,0.501232819995494,"congruent",-0.14340221594098,-0.461679914118344,1.91888148807038
2,1,1.17988878699543,"congruent",0.0036127369986606,-0.46538895969765,-0.994499978920891
2,1,0.626996470993618,"incongruent",0.0036127369986606,-0.46538895969765,0.185388808074539
2,1,0.480082288006088,"incongruent",0.0036127369986606,-0.46538895969765,1.06238527906816
2,1,0.889901460002875,"incongruent",-0.103801022283412,-0.468805880847129,-0.994499978920891
2,1,0.393316435001907,"congruent",-0.103801022283412,-0.468805880847129,-0.104598518918017
2,-1,0.782977904003928,"incongruent",0.0338343879384334,-0.471953685286876,-0.994499978920891
2,1,0.345421495992923,"incongruent",0.0338343879384334,-0.471953685286876,-0.211522074916964
2,1,0.464141863005352,"congruent",0.0338343879384334,-0.471953685286876,0.383899421075959
2,1,0.328525574004743,"congruent",0.0338343879384334,-0.471953685286876,1.09804128408131
2,1,0.687175402999856,"incongruent",0.138870851249235,-0.474853568648949,-0.994499978920891
2,1,0.297798671002965,"incongruent",0.138870851249235,-0.474853568648949,-0.307324575921035
2,1,0.303442838005139,"incongruent",0.138870851249235,-0.474853568648949,0.24047409508193
2,1,0.510573409992503,"incongruent",0.138870851249235,-0.474853568648949,0.793916933087069
2,1,0.57060059599462,"congruent",0.00385226342976241,-0.477525057197424,-0.994499978920891
2,1,0.335930968998582,"congruent",0.00385226342976241,-0.477525057197424,-0.423899382926271
2,1,0.569089967000764,"incongruent",0.00385226342976241,-0.477525057197424,0.16203158607231
2,1,0.542460935990675,"congruent",0.00385226342976241,-0.477525057197424,0.981121553073075
2,1,0.432887307993951,"incongruent",0.00385226342976241,-0.477525057197424,1.77358248906375
2,1,1.26178841298679,"incongruent",-0.103610380801634,-0.479986139307822,-0.994499978920891
2,1,0.787447509996127,"congruent",-0.189140973971844,-0.482253386591204,-0.994499978920891
2,1,0.642304449007497,"incongruent",-0.189140973971844,-0.482253386591204,-0.207052468924764
2,1,0.815838566995808,"incongruent",-0.257215628381947,-0.484342065478548,-0.994499978920891
2,1,0.43658085099014,"incongruent",-0.257215628381947,-0.484342065478548,-0.178661411925083
2,1,0.443167700999766,"congruent",-0.257215628381947,-0.484342065478548,0.507919439065057
2,1,0.58016734199191,"incongruent",-0.257215628381947,-0.484342065478548,1.20108714006482
2,1,0.376467099995352,"incongruent",-0.257215628381947,-0.484342065478548,2.03125448205673
2,1,0.814505162008572,"congruent",-0.311396926573491,-0.408036949628852,-0.994499978920891
2,1,0.504123601000174,"incongruent",-0.311396926573491,-0.408036949628852,-0.179994816912319
2,1,0.947121607008739,"incongruent",-0.124592426420541,-0.415970915091351,-0.994499978920891
2,1,0.407188465003856,"incongruent",-0.124592426420541,-0.415970915091351,-0.0473783719121524
2,1,0.368969998991815,"incongruent",-0.124592426420541,-0.415970915091351,0.609810093091703
2,1,0.475011931994231,"incongruent",-0.124592426420541,-0.415970915091351,1.22878009208352
